City,Station,Date,PM2.5,PM10,NO2,SO2,CO,O3
Mumbai,Station_B,9/23/2023 9:00,217,269,189,58,1.49,126
Mumbai,Station_B,9/23/2023 10:00,251,398,58,20,4.25,49
Mumbai,Station_D,9/23/2023 11:00,279,185,51,7,4.32,171
Mumbai,Station_D,9/23/2023 12:00,56,272,81,99,2.51,15
Bangalore,Station_B,9/23/2023 13:00,251,365,185,18,3.12,155
Delhi,Station_C,9/23/2023 14:00,221,239,195,52,3.05,56
Hyderabad,Station_A,9/23/2023 15:00,23,88,25,51,2.27,138
Hyderabad,Station_C,9/23/2023 16:00,243,311,177,51,2.96,23
Kolkata,Station_D,9/23/2023 17:00,251,274,185,28,4.76,73
Hyderabad,Station_A,9/23/2023 18:00,56,225,196,78,1.02,146
Delhi,Station_A,9/23/2023 19:00,149,329,195,67,0.63,163
Chennai,Station_A,9/23/2023 20:00,119,186,128,81,4.1,123
Delhi,Station_C,9/23/2023 21:00,261,324,142,19,2.78,167
Kolkata,Station_A,9/23/2023 22:00,123,128,128,29,0.6,73
Kolkata,Station_D,9/23/2023 23:00,35,382,148,46,3.05,45
Chennai,Station_D,9/24/2023 0:00,238,130,168,50,4.41,54
Delhi,Station_A,9/24/2023 1:00,65,68,79,45,2.56,162
Delhi,Station_C,9/24/2023 2:00,205,362,93,72,4.4,142
Bangalore,Station_D,9/24/2023 3:00,48,211,12,35,4.35,31
Bangalore,Station_A,9/24/2023 4:00,122,291,92,75,0.58,169
Delhi,Station_A,9/24/2023 5:00,95,178,189,39,1.8,178
Hyderabad,Station_B,9/24/2023 6:00,74,215,69,48,2.25,83
Bangalore,Station_B,9/24/2023 7:00,173,129,50,70,3.32,143
Delhi,Station_B,9/24/2023 8:00,220,116,23,9,1.79,148
Hyderabad,Station_A,9/24/2023 9:00,99,267,21,67,2.75,147
Mumbai,Station_D,9/24/2023 10:00,151,93,153,77,2.44,76
Hyderabad,Station_C,9/24/2023 11:00,123,305,39,49,4.39,102
Kolkata,Station_A,9/24/2023 12:00,51,172,113,88,0.8,179
Kolkata,Station_C,9/24/2023 13:00,21,191,86,93,1.95,123
Kolkata,Station_B,9/24/2023 14:00,47,62,72,83,4.2,136
Chennai,Station_D,9/24/2023 15:00,229,367,93,12,2.25,173
Chennai,Station_C,9/24/2023 16:00,246,51,23,34,4.81,13
Hyderabad,Station_B,9/24/2023 17:00,109,155,11,30,4.01,34
Hyderabad,Station_B,9/24/2023 18:00,106,294,24,36,2.23,114
Mumbai,Station_D,9/24/2023 19:00,174,166,27,11,2.52,48
Hyderabad,Station_B,9/24/2023 20:00,255,273,189,57,3.49,174
Kolkata,Station_B,9/24/2023 21:00,267,213,187,84,1.8,46
Chennai,Station_A,9/24/2023 22:00,245,79,69,47,4.6,139
Hyderabad,Station_D,9/24/2023 23:00,257,275,137,6,0.89,41
Delhi,Station_D,9/25/2023 0:00,149,56,194,66,4.27,15
Bangalore,Station_C,9/25/2023 1:00,210,144,11,22,0.53,93
Bangalore,Station_C,9/25/2023 2:00,93,51,163,16,4.79,67
Delhi,Station_A,9/25/2023 3:00,127,241,138,94,4.39,141
Hyderabad,Station_B,9/25/2023 4:00,156,128,100,30,3.12,23
Hyderabad,Station_D,9/25/2023 5:00,100,322,107,36,2.07,154
Chennai,Station_A,9/25/2023 6:00,157,139,48,78,1.66,125
Bangalore,Station_A,9/25/2023 7:00,292,210,94,16,4.95,89
Chennai,Station_B,9/25/2023 8:00,49,379,135,96,2.61,57
Delhi,Station_B,9/25/2023 9:00,221,237,121,95,1.56,96
Chennai,Station_A,9/25/2023 10:00,87,284,67,25,0.78,33
Bangalore,Station_A,9/25/2023 11:00,89,281,106,87,3.19,31
Bangalore,Station_C,9/25/2023 12:00,212,340,36,41,1.69,87
Chennai,Station_B,9/25/2023 13:00,129,201,199,10,3.36,132
Bangalore,Station_D,9/25/2023 14:00,111,341,116,22,2.38,112
Bangalore,Station_C,9/25/2023 15:00,113,353,115,53,1.29,172
Bangalore,Station_C,9/25/2023 16:00,143,343,14,73,3.01,159
Hyderabad,Station_D,9/25/2023 17:00,216,127,39,57,1.42,143
Hyderabad,Station_C,9/25/2023 18:00,288,194,163,90,3.65,42
Bangalore,Station_A,9/25/2023 19:00,299,297,81,10,0.71,174
Chennai,Station_D,9/25/2023 20:00,53,384,54,58,3.26,49
Delhi,Station_D,9/25/2023 21:00,62,186,184,18,2.9,117
Delhi,Station_C,9/25/2023 22:00,212,347,134,90,1.69,46
Delhi,Station_D,9/25/2023 23:00,168,183,95,46,4.4,29
Kolkata,Station_B,9/26/2023 0:00,268,258,112,86,0.86,109
Chennai,Station_B,9/26/2023 1:00,183,57,197,93,2.82,42
Bangalore,Station_D,9/26/2023 2:00,169,388,87,91,4.66,38
Hyderabad,Station_A,9/26/2023 3:00,66,96,51,30,1.5,162
Delhi,Station_B,9/26/2023 4:00,194,203,194,66,3.99,39
Mumbai,Station_C,9/26/2023 5:00,235,294,96,42,0.81,51
Mumbai,Station_D,9/26/2023 6:00,127,341,89,74,3.31,88
Chennai,Station_C,9/26/2023 7:00,25,141,33,87,0.88,62
Delhi,Station_A,9/26/2023 8:00,115,349,35,17,1.58,109
Hyderabad,Station_D,9/26/2023 9:00,216,93,12,99,0.55,25
Chennai,Station_D,9/26/2023 10:00,129,221,199,75,3.23,91
Kolkata,Station_A,9/26/2023 11:00,83,358,40,61,2.07,81
Bangalore,Station_C,9/26/2023 12:00,195,245,132,29,1.06,59
Mumbai,Station_A,9/26/2023 13:00,274,342,24,50,2.81,116
Kolkata,Station_A,9/26/2023 14:00,245,307,198,76,3.42,157
Mumbai,Station_B,9/26/2023 15:00,201,255,166,16,2.08,44
Kolkata,Station_A,9/26/2023 16:00,225,54,90,61,4.09,146
Mumbai,Station_A,9/26/2023 17:00,137,356,102,11,4.67,145
Kolkata,Station_B,9/26/2023 18:00,78,240,133,80,3.23,31
Hyderabad,Station_B,9/26/2023 19:00,84,333,32,83,4.62,90
Bangalore,Station_B,9/26/2023 20:00,186,142,30,89,4,73
Mumbai,Station_D,9/26/2023 21:00,58,327,27,92,4.02,27
Delhi,Station_A,9/26/2023 22:00,167,256,123,54,2.41,38
Delhi,Station_C,9/26/2023 23:00,177,152,23,10,1.6,22
Delhi,Station_D,9/27/2023 0:00,124,158,74,26,4.33,17
Hyderabad,Station_D,9/27/2023 1:00,205,315,116,14,4.32,154
Bangalore,Station_D,9/27/2023 2:00,153,362,171,11,2.45,160
Mumbai,Station_C,9/27/2023 3:00,131,275,158,87,4.79,170
Bangalore,Station_A,9/27/2023 4:00,169,84,121,82,1.38,32
Hyderabad,Station_A,9/27/2023 5:00,292,192,136,24,0.63,146
Mumbai,Station_B,9/27/2023 6:00,148,267,124,83,3.87,156
Delhi,Station_D,9/27/2023 7:00,226,165,134,14,1.4,14
Kolkata,Station_D,9/27/2023 8:00,192,246,171,8,1.71,171
Delhi,Station_A,9/27/2023 9:00,55,298,44,28,2.24,142
Bangalore,Station_A,9/27/2023 10:00,39,334,20,45,3.75,44
Chennai,Station_B,9/27/2023 11:00,62,308,62,16,3.4,161
Kolkata,Station_D,9/27/2023 12:00,248,183,24,95,4.06,43
Hyderabad,Station_C,9/27/2023 13:00,20,79,20,77,2.35,117
Kolkata,Station_A,9/27/2023 14:00,210,197,82,37,3.97,147
Hyderabad,Station_A,9/27/2023 15:00,172,351,149,72,4.31,34
Delhi,Station_A,9/27/2023 16:00,32,280,63,70,0.53,54
Delhi,Station_D,9/27/2023 17:00,25,61,183,38,2.46,85
Bangalore,Station_D,9/27/2023 18:00,32,159,23,67,2.89,160
Delhi,Station_C,9/27/2023 19:00,158,66,103,5,1.75,143
Hyderabad,Station_C,9/27/2023 20:00,232,280,86,44,3.89,27
Hyderabad,Station_A,9/27/2023 21:00,170,72,29,19,4.5,166
Bangalore,Station_A,9/27/2023 22:00,162,395,53,53,4.99,155
Bangalore,Station_B,9/27/2023 23:00,87,234,170,17,1.36,147
Chennai,Station_C,9/28/2023 0:00,39,304,168,30,0.55,122
Hyderabad,Station_C,9/28/2023 1:00,215,388,60,78,3.01,90
Kolkata,Station_C,9/28/2023 2:00,25,75,62,19,3.02,96
Mumbai,Station_D,9/28/2023 3:00,160,188,61,73,2.91,73
Kolkata,Station_D,9/28/2023 4:00,71,68,160,67,2.04,106
Chennai,Station_D,9/28/2023 5:00,106,344,178,63,0.79,40
Hyderabad,Station_D,9/28/2023 6:00,150,113,66,87,4.36,176
Hyderabad,Station_B,9/28/2023 7:00,139,188,143,74,1.63,159
Delhi,Station_B,9/28/2023 8:00,187,289,38,88,2.47,132
Hyderabad,Station_A,9/28/2023 9:00,107,309,29,54,1.29,90
Chennai,Station_A,9/28/2023 10:00,246,108,84,32,4.76,82
Hyderabad,Station_D,9/28/2023 11:00,189,259,49,15,4.69,12
Delhi,Station_D,9/28/2023 12:00,85,353,133,15,3.07,133
Kolkata,Station_D,9/28/2023 13:00,222,256,160,59,1.35,147
Kolkata,Station_C,9/28/2023 14:00,71,273,83,26,2.09,166
Chennai,Station_B,9/28/2023 15:00,269,304,166,66,1.86,42
Chennai,Station_A,9/28/2023 16:00,208,128,191,97,2.66,175
Bangalore,Station_A,9/28/2023 17:00,32,127,28,6,4.95,66
Mumbai,Station_D,9/28/2023 18:00,299,321,92,39,4.86,55
Delhi,Station_D,9/28/2023 19:00,26,309,192,31,3.14,64
Chennai,Station_D,9/28/2023 20:00,82,310,96,96,4.05,166
Mumbai,Station_A,9/28/2023 21:00,69,388,128,66,2.88,135
Kolkata,Station_D,9/28/2023 22:00,99,342,125,68,3.6,161
Delhi,Station_B,9/28/2023 23:00,198,269,168,76,4.62,102
Chennai,Station_B,9/29/2023 0:00,256,331,137,75,3.28,128
Kolkata,Station_A,9/29/2023 1:00,156,260,68,76,3.62,62
Chennai,Station_A,9/29/2023 2:00,26,71,33,14,0.82,163
Mumbai,Station_C,9/29/2023 3:00,103,213,62,69,1.02,152
Bangalore,Station_B,9/29/2023 4:00,280,156,83,91,0.78,163
Kolkata,Station_C,9/29/2023 5:00,193,230,173,25,4.5,159
Hyderabad,Station_B,9/29/2023 6:00,89,122,86,28,4.42,114
Kolkata,Station_D,9/29/2023 7:00,31,238,28,97,1.04,97
Bangalore,Station_B,9/29/2023 8:00,91,64,134,6,3.99,39
Mumbai,Station_D,9/29/2023 9:00,194,380,125,7,3.95,62
Hyderabad,Station_C,9/29/2023 10:00,34,303,133,27,4.25,65
Mumbai,Station_B,9/29/2023 11:00,106,76,77,74,2.08,169
Delhi,Station_B,9/29/2023 12:00,294,296,181,40,1.19,46
Mumbai,Station_C,9/29/2023 13:00,102,101,152,89,3.86,29
Mumbai,Station_D,9/29/2023 14:00,34,369,137,25,1.82,172
Chennai,Station_C,9/29/2023 15:00,199,395,118,20,1.09,156
Bangalore,Station_B,9/29/2023 16:00,260,266,135,83,3.03,103
Delhi,Station_D,9/29/2023 17:00,243,396,37,9,4.29,163
Delhi,Station_D,9/29/2023 18:00,74,146,113,58,4.36,85
Delhi,Station_A,9/29/2023 19:00,193,147,27,90,3.07,144
Hyderabad,Station_B,9/29/2023 20:00,62,263,52,82,2.11,101
Chennai,Station_A,9/29/2023 21:00,168,376,161,74,0.63,94
Delhi,Station_B,9/29/2023 22:00,213,114,120,76,4.51,79
Hyderabad,Station_B,9/29/2023 23:00,278,336,146,7,4.1,148
Chennai,Station_D,9/30/2023 0:00,183,145,56,61,1.18,72
Kolkata,Station_C,9/30/2023 1:00,134,305,134,18,4.78,73
Chennai,Station_B,9/30/2023 2:00,81,370,132,75,4.95,70
Hyderabad,Station_C,9/30/2023 3:00,115,75,84,73,1.89,82
Bangalore,Station_D,9/30/2023 4:00,128,99,103,75,1.87,114
Mumbai,Station_B,9/30/2023 5:00,66,312,55,21,1.63,102
Chennai,Station_D,9/30/2023 6:00,198,224,53,48,0.63,98
Hyderabad,Station_C,9/30/2023 7:00,122,342,15,22,4.59,15
Delhi,Station_A,9/30/2023 8:00,293,194,58,46,0.97,97
Kolkata,Station_B,9/30/2023 9:00,20,178,166,24,2.22,12
Hyderabad,Station_B,9/30/2023 10:00,295,272,40,21,4.65,151
Delhi,Station_A,9/30/2023 11:00,223,76,76,55,3.4,105
Mumbai,Station_C,9/30/2023 12:00,160,190,113,75,1.57,51
Mumbai,Station_A,9/30/2023 13:00,130,224,11,59,3.25,84
Bangalore,Station_B,9/30/2023 14:00,140,132,146,86,1,131
Delhi,Station_D,9/30/2023 15:00,203,317,125,73,1,115
Kolkata,Station_B,9/30/2023 16:00,296,130,131,31,0.94,170
Delhi,Station_A,9/30/2023 17:00,183,308,158,88,1.53,170
Mumbai,Station_D,9/30/2023 18:00,181,394,127,52,4.55,121
Bangalore,Station_C,9/30/2023 19:00,98,347,65,62,3.35,130
Delhi,Station_D,9/30/2023 20:00,55,264,104,53,3.32,148
Delhi,Station_C,9/30/2023 21:00,288,334,15,30,2.43,118
Bangalore,Station_C,9/30/2023 22:00,293,370,119,93,2.57,73
Delhi,Station_A,9/30/2023 23:00,262,85,48,95,0.8,74
Mumbai,Station_A,10/1/2023 0:00,44,307,52,99,2.81,15
Hyderabad,Station_B,10/1/2023 1:00,133,121,85,34,4.81,19
Delhi,Station_C,10/1/2023 2:00,155,88,159,57,4.08,62
Delhi,Station_B,10/1/2023 3:00,253,127,22,14,0.54,45
Mumbai,Station_B,10/1/2023 4:00,90,298,120,55,1.95,115
Kolkata,Station_B,10/1/2023 5:00,234,350,44,82,1.87,110
Chennai,Station_D,10/1/2023 6:00,59,398,71,99,4.34,146
Bangalore,Station_B,10/1/2023 7:00,74,92,63,75,4.92,133
Delhi,Station_C,10/1/2023 8:00,280,72,159,34,1.36,86
Bangalore,Station_C,10/1/2023 9:00,197,281,194,34,4.57,159
Hyderabad,Station_C,10/1/2023 10:00,179,117,36,87,4.7,49
Chennai,Station_C,10/1/2023 11:00,35,313,44,20,1.81,49
Delhi,Station_D,10/1/2023 12:00,179,77,110,28,2.94,54
Delhi,Station_A,10/1/2023 13:00,261,166,91,86,0.97,153
Kolkata,Station_D,10/1/2023 14:00,122,230,28,51,4.97,22
Mumbai,Station_A,10/1/2023 15:00,44,336,69,54,2.93,64
Hyderabad,Station_D,10/1/2023 16:00,101,103,61,5,1.7,166
Kolkata,Station_A,10/1/2023 17:00,72,330,84,87,3.35,142
Delhi,Station_B,10/1/2023 18:00,124,226,182,71,2.9,95
Hyderabad,Station_A,10/1/2023 19:00,227,381,82,56,0.65,61
Bangalore,Station_A,10/1/2023 20:00,31,253,94,98,4.06,49
Chennai,Station_B,10/1/2023 21:00,166,83,128,33,2.03,43
Delhi,Station_D,10/1/2023 22:00,212,324,91,90,1.71,177
Bangalore,Station_A,10/1/2023 23:00,245,144,131,8,0.56,178
Hyderabad,Station_C,10/2/2023 0:00,27,319,40,91,1.23,16
Hyderabad,Station_B,10/2/2023 1:00,273,115,49,57,2.9,170
Kolkata,Station_D,10/2/2023 2:00,232,150,174,56,1.56,163
Delhi,Station_D,10/2/2023 3:00,270,318,108,39,1.8,111
Kolkata,Station_C,10/2/2023 4:00,163,197,40,57,4.81,39
Kolkata,Station_D,10/2/2023 5:00,117,178,177,68,0.61,129
Bangalore,Station_D,10/2/2023 6:00,246,372,65,11,4.34,59
Bangalore,Station_A,10/2/2023 7:00,247,195,136,49,3.82,58
Hyderabad,Station_C,10/2/2023 8:00,277,346,192,22,2.09,174
Bangalore,Station_B,10/2/2023 9:00,139,111,148,64,0.53,69
Hyderabad,Station_A,10/2/2023 10:00,58,134,119,61,1.05,99
Delhi,Station_D,10/2/2023 11:00,178,217,26,13,2.58,40
Kolkata,Station_B,10/2/2023 12:00,43,296,115,59,3.56,171
Chennai,Station_B,10/2/2023 13:00,247,130,130,80,3.12,125
Bangalore,Station_C,10/2/2023 14:00,251,116,48,17,3.43,153
Kolkata,Station_D,10/2/2023 15:00,211,380,124,51,1.45,10
Chennai,Station_B,10/2/2023 16:00,115,71,70,42,3.53,78
Kolkata,Station_D,10/2/2023 17:00,125,118,191,92,2.33,157
Delhi,Station_D,10/2/2023 18:00,273,80,156,26,1.93,13
Hyderabad,Station_A,10/2/2023 19:00,116,280,193,85,4.11,65
Mumbai,Station_A,10/2/2023 20:00,149,321,117,92,3.15,82
Kolkata,Station_B,10/2/2023 21:00,200,356,99,7,0.97,46
Delhi,Station_A,10/2/2023 22:00,118,364,156,19,2.92,33
Delhi,Station_A,10/2/2023 23:00,217,96,22,44,4.17,170
Chennai,Station_A,10/3/2023 0:00,161,168,152,89,4.07,126
Delhi,Station_C,10/3/2023 1:00,126,101,130,69,1.76,25
Mumbai,Station_B,10/3/2023 2:00,101,237,152,10,3.89,102
Delhi,Station_B,10/3/2023 3:00,101,276,89,91,3.76,27
Delhi,Station_D,10/3/2023 4:00,239,233,178,50,2.77,60
Chennai,Station_A,10/3/2023 5:00,185,99,187,36,0.91,116
Kolkata,Station_D,10/3/2023 6:00,268,316,193,84,1.72,59
Chennai,Station_D,10/3/2023 7:00,165,59,100,93,3.54,78
Kolkata,Station_B,10/3/2023 8:00,287,261,111,12,1.03,80
Hyderabad,Station_C,10/3/2023 9:00,131,95,176,81,3.44,124
Delhi,Station_C,10/3/2023 10:00,71,220,188,79,1.63,49
Bangalore,Station_B,10/3/2023 11:00,142,251,112,24,4.55,134
Bangalore,Station_B,10/3/2023 12:00,189,394,37,30,4.18,60
Delhi,Station_D,10/3/2023 13:00,137,302,166,56,1.78,114
Kolkata,Station_C,10/3/2023 14:00,144,203,198,81,3.97,63
Hyderabad,Station_A,10/3/2023 15:00,117,303,103,99,4.75,125
Delhi,Station_C,10/3/2023 16:00,94,319,67,29,1.1,17
Chennai,Station_C,10/3/2023 17:00,172,194,41,23,3.75,22
Kolkata,Station_D,10/3/2023 18:00,292,183,44,55,2.81,174
Hyderabad,Station_B,10/3/2023 19:00,194,168,56,16,4.98,147
Kolkata,Station_D,10/3/2023 20:00,202,325,43,50,4.61,83
Mumbai,Station_C,10/3/2023 21:00,148,101,191,52,1.97,28
Chennai,Station_C,10/3/2023 22:00,45,308,198,80,0.5,106
Mumbai,Station_D,10/3/2023 23:00,220,89,75,28,2.08,156
Hyderabad,Station_C,10/4/2023 0:00,218,168,43,41,1.36,158
Chennai,Station_A,10/4/2023 1:00,66,341,167,97,1.32,148
Mumbai,Station_A,10/4/2023 2:00,40,113,52,19,4.3,172
Hyderabad,Station_A,10/4/2023 3:00,65,129,80,21,1.73,40
Kolkata,Station_A,10/4/2023 4:00,156,158,134,45,0.92,70
Delhi,Station_C,10/4/2023 5:00,27,316,89,44,4.21,88
Hyderabad,Station_B,10/4/2023 6:00,152,349,131,44,1.69,174
Delhi,Station_B,10/4/2023 7:00,90,58,120,93,1.22,120
Bangalore,Station_C,10/4/2023 8:00,32,384,34,82,3.83,83
Kolkata,Station_B,10/4/2023 9:00,123,203,132,53,2.95,16
Mumbai,Station_C,10/4/2023 10:00,203,52,103,23,1.61,125
Delhi,Station_D,10/4/2023 11:00,266,192,41,45,1.11,17
Delhi,Station_B,10/4/2023 12:00,275,278,192,8,2.22,23
Kolkata,Station_B,10/4/2023 13:00,197,379,195,87,2.84,150
Delhi,Station_A,10/4/2023 14:00,235,278,49,60,0.79,38
Mumbai,Station_D,10/4/2023 15:00,87,80,169,48,1.18,112
Chennai,Station_D,10/4/2023 16:00,158,327,185,5,2.72,173
Delhi,Station_B,10/4/2023 17:00,44,76,114,62,1.93,150
Delhi,Station_D,10/4/2023 18:00,36,169,169,14,2.97,88
Mumbai,Station_C,10/4/2023 19:00,70,147,12,56,3.53,27
Mumbai,Station_A,10/4/2023 20:00,253,233,28,36,2.59,151
Hyderabad,Station_D,10/4/2023 21:00,121,106,18,50,2.68,169
Bangalore,Station_C,10/4/2023 22:00,236,76,29,84,1.68,141
Kolkata,Station_D,10/4/2023 23:00,226,293,101,70,1.33,88
Delhi,Station_D,10/5/2023 0:00,46,392,105,7,4.98,106
Delhi,Station_C,10/5/2023 1:00,207,232,174,61,0.71,20
Chennai,Station_A,10/5/2023 2:00,213,323,153,38,1.86,62
Hyderabad,Station_B,10/5/2023 3:00,292,167,150,44,2.37,53
Delhi,Station_A,10/5/2023 4:00,211,184,137,36,2.19,125
Chennai,Station_A,10/5/2023 5:00,232,152,23,13,4.79,147
Bangalore,Station_A,10/5/2023 6:00,204,328,189,7,4.04,164
Bangalore,Station_D,10/5/2023 7:00,288,67,112,87,4.43,125
Bangalore,Station_D,10/5/2023 8:00,206,169,146,62,3.12,137
Chennai,Station_B,10/5/2023 9:00,68,339,98,58,1.11,28
Bangalore,Station_D,10/5/2023 10:00,139,292,49,16,0.79,41
Hyderabad,Station_B,10/5/2023 11:00,144,181,88,47,2.96,38
Chennai,Station_D,10/5/2023 12:00,221,73,121,31,1.4,30
Mumbai,Station_A,10/5/2023 13:00,57,203,136,20,3.19,156
Hyderabad,Station_A,10/5/2023 14:00,269,120,137,18,0.84,94
Bangalore,Station_A,10/5/2023 15:00,220,275,115,13,1.03,111
Hyderabad,Station_A,10/5/2023 16:00,215,102,142,90,1.17,48
Kolkata,Station_A,10/5/2023 17:00,197,322,11,6,4.09,13
Chennai,Station_B,10/5/2023 18:00,65,207,12,5,3.41,178
Kolkata,Station_C,10/5/2023 19:00,69,335,172,19,3.89,77
Hyderabad,Station_C,10/5/2023 20:00,24,372,134,50,0.93,15
Hyderabad,Station_C,10/5/2023 21:00,66,82,122,99,3.64,169
Kolkata,Station_B,10/5/2023 22:00,130,72,50,27,3.46,27
Kolkata,Station_D,10/5/2023 23:00,52,252,26,80,1.9,47
Bangalore,Station_A,10/6/2023 0:00,97,294,172,53,0.51,85
Bangalore,Station_C,10/6/2023 1:00,296,326,183,40,3.27,41
Kolkata,Station_B,10/6/2023 2:00,192,125,76,50,2.04,94
Bangalore,Station_D,10/6/2023 3:00,114,201,70,63,1.22,122
Bangalore,Station_B,10/6/2023 4:00,143,79,130,27,1.31,101
Mumbai,Station_A,10/6/2023 5:00,246,258,108,58,3.54,172
Hyderabad,Station_A,10/6/2023 6:00,199,114,120,87,3.3,141
Kolkata,Station_B,10/6/2023 7:00,126,96,143,64,3.62,28
Chennai,Station_C,10/6/2023 8:00,178,283,197,79,4.01,150
Mumbai,Station_B,10/6/2023 9:00,274,105,166,37,3.75,93
Bangalore,Station_B,10/6/2023 10:00,177,253,118,80,3.68,48
Mumbai,Station_C,10/6/2023 11:00,293,334,46,49,0.66,40
Bangalore,Station_B,10/6/2023 12:00,124,155,115,59,1.64,62
Chennai,Station_C,10/6/2023 13:00,53,358,179,90,4.34,80
Bangalore,Station_B,10/6/2023 14:00,83,381,151,61,1.31,125
Hyderabad,Station_A,10/6/2023 15:00,204,246,23,5,1.2,34
Delhi,Station_D,10/6/2023 16:00,214,95,178,18,3.95,155
Chennai,Station_A,10/6/2023 17:00,74,107,146,37,2.7,53
Chennai,Station_C,10/6/2023 18:00,54,183,168,50,2.03,155
Delhi,Station_B,10/6/2023 19:00,101,168,125,85,1.2,152
Delhi,Station_C,10/6/2023 20:00,205,341,135,73,0.95,87
Chennai,Station_C,10/6/2023 21:00,35,367,120,11,0.92,159
Kolkata,Station_D,10/6/2023 22:00,246,217,114,92,3.32,11
Bangalore,Station_C,10/6/2023 23:00,271,110,103,24,1.22,170
Bangalore,Station_D,10/7/2023 0:00,121,382,23,49,4.06,37
Mumbai,Station_A,10/7/2023 1:00,40,322,105,27,2.81,107
Kolkata,Station_B,10/7/2023 2:00,275,136,139,14,3.7,66
Mumbai,Station_A,10/7/2023 3:00,269,227,147,23,2.94,39
Mumbai,Station_B,10/7/2023 4:00,199,185,71,33,2.33,36
Mumbai,Station_D,10/7/2023 5:00,71,299,16,86,1.78,114
Kolkata,Station_C,10/7/2023 6:00,191,270,76,72,4.09,168
Delhi,Station_A,10/7/2023 7:00,265,360,150,33,0.76,25
Delhi,Station_B,10/7/2023 8:00,93,351,147,73,4.71,90
Chennai,Station_C,10/7/2023 9:00,181,196,53,26,4.19,52
Mumbai,Station_C,10/7/2023 10:00,285,180,51,90,4.42,32
Hyderabad,Station_A,10/7/2023 11:00,213,249,50,40,2.02,64
Bangalore,Station_B,10/7/2023 12:00,136,299,92,32,4.21,51
Kolkata,Station_A,10/7/2023 13:00,122,363,132,44,2.62,91
Kolkata,Station_B,10/7/2023 14:00,284,396,143,17,0.89,18
Kolkata,Station_C,10/7/2023 15:00,282,100,158,54,4.78,159
Kolkata,Station_A,10/7/2023 16:00,168,140,54,7,2.02,84
Kolkata,Station_C,10/7/2023 17:00,174,342,166,30,2.91,161
Bangalore,Station_C,10/7/2023 18:00,196,174,110,64,1.22,34
Bangalore,Station_A,10/7/2023 19:00,286,311,165,49,0.51,11
Kolkata,Station_B,10/7/2023 20:00,152,77,79,74,3.6,24
Delhi,Station_D,10/7/2023 21:00,197,186,135,74,1.48,77
Bangalore,Station_A,10/7/2023 22:00,135,92,32,17,0.97,176
Chennai,Station_B,10/7/2023 23:00,117,54,126,92,1.18,69
Delhi,Station_B,10/8/2023 0:00,193,118,139,37,1.46,114
Chennai,Station_C,10/8/2023 1:00,278,354,117,88,1.07,176
Kolkata,Station_A,10/8/2023 2:00,288,146,118,44,4.99,65
Mumbai,Station_C,10/8/2023 3:00,235,326,111,29,2.89,72
Bangalore,Station_D,10/8/2023 4:00,70,176,59,28,0.74,94
Bangalore,Station_D,10/8/2023 5:00,63,158,107,65,2.38,10
Mumbai,Station_B,10/8/2023 6:00,163,248,197,17,2.56,37
Bangalore,Station_B,10/8/2023 7:00,264,117,47,55,3.04,44
Bangalore,Station_D,10/8/2023 8:00,173,308,115,26,2.61,138
Bangalore,Station_D,10/8/2023 9:00,296,348,28,79,2.69,114
Hyderabad,Station_A,10/8/2023 10:00,170,81,69,75,0.76,134
Delhi,Station_D,10/8/2023 11:00,135,151,163,15,2.74,124
Kolkata,Station_A,10/8/2023 12:00,202,236,45,11,2.4,69
Mumbai,Station_A,10/8/2023 13:00,192,334,75,86,0.66,170
Hyderabad,Station_C,10/8/2023 14:00,259,108,177,70,0.88,56
Hyderabad,Station_B,10/8/2023 15:00,106,335,29,34,4.53,173
Chennai,Station_D,10/8/2023 16:00,247,397,37,41,4.8,64
Chennai,Station_D,10/8/2023 17:00,278,317,52,74,1.53,179
Bangalore,Station_D,10/8/2023 18:00,170,121,126,38,2.73,11
Mumbai,Station_A,10/8/2023 19:00,271,97,28,45,2.95,25
Hyderabad,Station_B,10/8/2023 20:00,157,311,53,98,2.37,41
Delhi,Station_B,10/8/2023 21:00,297,130,197,11,4.32,164
Chennai,Station_B,10/8/2023 22:00,161,152,141,43,0.66,126
Mumbai,Station_A,10/8/2023 23:00,291,387,38,89,2.63,137
Mumbai,Station_C,10/9/2023 0:00,209,353,26,14,3.18,49
Bangalore,Station_A,10/9/2023 1:00,197,78,153,43,3.98,66
Bangalore,Station_C,10/9/2023 2:00,103,324,16,75,1.88,68
Hyderabad,Station_B,10/9/2023 3:00,144,179,39,52,4.2,112
Delhi,Station_D,10/9/2023 4:00,67,77,114,31,1.49,96
Delhi,Station_C,10/9/2023 5:00,271,84,143,75,3.97,42
Kolkata,Station_A,10/9/2023 6:00,218,183,12,72,2.62,25
Chennai,Station_C,10/9/2023 7:00,223,135,187,62,4.34,70
Kolkata,Station_D,10/9/2023 8:00,282,376,41,19,2.75,76
Bangalore,Station_D,10/9/2023 9:00,67,137,117,74,1.84,66
Hyderabad,Station_C,10/9/2023 10:00,105,177,53,93,1.33,117
Mumbai,Station_A,10/9/2023 11:00,94,339,144,8,1.86,68
Kolkata,Station_C,10/9/2023 12:00,281,109,67,56,3.28,92
Hyderabad,Station_B,10/9/2023 13:00,93,154,103,68,4.72,165
Hyderabad,Station_A,10/9/2023 14:00,181,280,130,55,2.52,27
